"MLinkID","Date.Time.AWST","AverageLanes","Volume","TravelTimeMinutes","VolumeQuality","TTQuality"
5554,"2025-03-01T00:00",1,56,0.53,99,1
5554,"2025-03-01T00:15",1,55,0.51,99,1
5554,"2025-03-01T00:30",1,22,0.53,99,1
5554,"2025-03-01T00:45",1,34,0.47,99,1
5554,"2025-03-01T01:00",1,50,0.47,99,1
5554,"2025-03-01T01:15",1,24,0.6,99,1
5554,"2025-03-01T01:30",1,12,0.55,99,1
5554,"2025-03-01T01:45",1,24,0.48,99,1
5554,"2025-03-01T02:00",1,13,0.47,99,1
5554,"2025-03-01T02:15",1,16,0.41,99,1
5554,"2025-03-01T02:30",1,22,0.47,99,1
5554,"2025-03-01T02:45",1,27,0.49,99,1
5554,"2025-03-01T03:00",1,16,0.45,99,1
5554,"2025-03-01T03:15",1,37,0.44,99,1
5554,"2025-03-01T03:30",1,8,0.46,99,1
5554,"2025-03-01T03:45",1,13,0.42,99,1
5554,"2025-03-01T04:00",1,12,0.47,99,1
5554,"2025-03-01T04:15",1,13,0.52,99,1
5554,"2025-03-01T04:30",1,39,0.47,99,1
5554,"2025-03-01T04:45",1,15,0.43,99,1
5554,"2025-03-01T05:00",1,6,0.52,99,1
5554,"2025-03-01T05:15",1,15,0.46,99,1
5554,"2025-03-01T05:30",1,33,0.46,99,1
5554,"2025-03-01T05:45",1,19,0.43,99,1
5554,"2025-03-01T06:00",1,38,0.46,99,1
5554,"2025-03-01T06:15",1,29,0.46,99,1
5554,"2025-03-01T06:30",1,58,0.48,99,1
5554,"2025-03-01T06:45",1,43,0.46,99,1
5554,"2025-03-01T07:00",1,55,0.48,99,1
5554,"2025-03-01T07:15",1,62,0.44,99,1
5554,"2025-03-01T07:30",1,78,0.47,99,1
5554,"2025-03-01T07:45",1,73,0.45,99,1
5554,"2025-03-01T08:00",1,85,0.48,99,1
5554,"2025-03-01T08:15",1,94,0.47,99,1
5554,"2025-03-01T08:30",1,98,0.46,99,1
5554,"2025-03-01T08:45",1,111,0.47,99,1
5554,"2025-03-01T09:00",1,108,0.51,99,1
5554,"2025-03-01T09:15",1,109,0.48,99,1
5554,"2025-03-01T09:30",1,141,0.6,99,1
5554,"2025-03-01T09:45",1,165,0.6,99,1
5554,"2025-03-01T10:00",1,111,0.47,99,1
5554,"2025-03-01T10:15",1,150,0.52,99,1
5554,"2025-03-01T10:30",1,90,0.64,99,1
5554,"2025-03-01T10:45",1,147,0.59,99,1
5554,"2025-03-01T11:00",1,106,0.51,99,1
5554,"2025-03-01T11:15",1,145,0.61,99,1
5554,"2025-03-01T11:30",1,170,0.62,99,1
5554,"2025-03-01T11:45",1,175,0.64,99,1
5554,"2025-03-01T12:00",1,140,0.7,99,1
5554,"2025-03-01T12:15",1,144,0.61,99,1
5554,"2025-03-01T12:30",1,176,0.63,99,1
5554,"2025-03-01T12:45",1,147,0.59,99,1
5554,"2025-03-01T13:00",1,162,0.49,99,1
5554,"2025-03-01T13:15",1,171,0.47,99,1
5554,"2025-03-01T13:30",1,180,0.49,99,1
5554,"2025-03-01T13:45",1,174,0.56,99,1
5554,"2025-03-01T14:00",1,187,0.48,99,1
5554,"2025-03-01T14:15",1,198,0.48,99,1
5554,"2025-03-01T14:30",1,217,0.47,99,1
5554,"2025-03-01T14:45",1,130,0.5,99,1
5554,"2025-03-01T15:00",1,158,0.48,99,1
5554,"2025-03-01T15:15",1,187,0.47,99,1
5554,"2025-03-01T15:30",1,213,0.48,99,1
5554,"2025-03-01T15:45",1,202,0.47,99,1
5554,"2025-03-01T16:00",1,287,0.47,99,1
5554,"2025-03-01T16:15",1,218,0.49,99,1
5554,"2025-03-01T16:30",1,197,0.48,99,1
5554,"2025-03-01T16:45",1,182,0.48,99,1
5554,"2025-03-01T17:00",1,200,0.49,99,1
5554,"2025-03-01T17:15",1,211,0.53,99,1
5554,"2025-03-01T17:30",1,225,0.64,99,1
5554,"2025-03-01T17:45",1,165,0.61,99,1
5554,"2025-03-01T18:00",1,180,0.48,99,1
5554,"2025-03-01T18:15",1,194,0.48,99,1
5554,"2025-03-01T18:30",1,187,0.46,99,1
5554,"2025-03-01T18:45",1,149,0.48,99,1
5554,"2025-03-01T19:00",1,137,0.48,99,1
5554,"2025-03-01T19:15",1,108,0.47,99,1
5554,"2025-03-01T19:30",1,65,0.46,99,1
5554,"2025-03-01T19:45",1,117,0.47,99,1
5554,"2025-03-01T20:00",1,81,0.47,99,1
5554,"2025-03-01T20:15",1,99,0.48,99,1
5554,"2025-03-01T20:30",1,83,0.47,99,1
5554,"2025-03-01T20:45",1,103,0.48,99,1
5554,"2025-03-01T21:00",1,112,0.46,99,1
5554,"2025-03-01T21:15",1,137,0.47,99,1
5554,"2025-03-01T21:30",1,143,0.47,99,1
5554,"2025-03-01T21:45",1,207,0.46,99,1
5554,"2025-03-01T22:00",1,159,0.48,99,1
5554,"2025-03-01T22:15",1,139,0.48,99,1
5554,"2025-03-01T22:30",1,77,0.49,99,1
5554,"2025-03-01T22:45",1,62,0.46,99,1
5554,"2025-03-01T23:00",1,100,0.45,99,1
5554,"2025-03-01T23:15",1,40,0.45,99,1
5554,"2025-03-01T23:30",1,120,0.48,99,1
5554,"2025-03-01T23:45",1,85,0.46,99,1
5554,"2025-03-02T00:00",1,37,0.53,99,1
5554,"2025-03-02T00:15",1,61,0.45,99,1
5554,"2025-03-02T00:30",1,114,0.53,99,1
5554,"2025-03-02T00:45",1,42,0.5,99,1
5554,"2025-03-02T01:00",1,32,0.5,99,1
5554,"2025-03-02T01:15",1,57,0.48,99,1
5554,"2025-03-02T01:30",1,62,0.55,99,1
5554,"2025-03-02T01:45",1,36,0.55,99,1
5554,"2025-03-02T02:00",1,15,0.58,99,1
5554,"2025-03-02T02:15",1,12,0.44,99,1
