"MLinkID","Date.Time.AWST","AverageLanes","Volume","TravelTimeMinutes","VolumeQuality","TTQuality"
183,"2025-03-01T00:00",3.3,108,0.83,1,1
183,"2025-03-01T00:15",3.3,102,0.82,1,1
183,"2025-03-01T00:30",3.3,86,0.83,1,1
183,"2025-03-01T00:45",3.3,84,0.86,1,1
183,"2025-03-01T01:00",3.3,99,0.85,1,1
183,"2025-03-01T01:15",3.3,74,0.85,1,1
183,"2025-03-01T01:30",3.3,55,0.85,1,1
183,"2025-03-01T01:45",3.3,51,0.84,1,1
183,"2025-03-01T02:00",3.3,42,0.83,1,1
183,"2025-03-01T02:15",3.3,35,0.83,1,1
183,"2025-03-01T02:30",3.3,36,0.84,1,1
183,"2025-03-01T02:45",3.3,37,0.83,1,1
183,"2025-03-01T03:00",3.3,32,0.83,1,1
183,"2025-03-01T03:15",3.3,28,0.82,1,1
183,"2025-03-01T03:30",3.3,24,0.83,1,1
183,"2025-03-01T03:45",3.3,29,0.84,1,1
183,"2025-03-01T04:00",3.3,43,0.81,1,1
183,"2025-03-01T04:15",3.3,53,0.83,1,1
183,"2025-03-01T04:30",3.3,79,0.82,1,1
183,"2025-03-01T04:45",3.3,116,0.96,1,1
183,"2025-03-01T05:00",3.3,160,0.81,1,1
183,"2025-03-01T05:15",3.3,251,0.81,1,1
183,"2025-03-01T05:30",3.3,330,0.8,1,1
183,"2025-03-01T05:45",3.3,328,0.81,1,1
183,"2025-03-01T06:00",3.3,338,0.81,1,1
183,"2025-03-01T06:15",3.3,436,0.81,1,1
183,"2025-03-01T06:30",3.3,522,0.81,1,1
183,"2025-03-01T06:45",3.3,519,0.81,1,1
183,"2025-03-01T07:00",3.3,509,0.82,1,1
183,"2025-03-01T07:15",3.3,590,0.82,1,1
183,"2025-03-01T07:30",3.3,694,0.83,1,1
183,"2025-03-01T07:45",3.3,777,0.84,1,1
183,"2025-03-01T08:00",3.3,704,0.83,1,1
183,"2025-03-01T08:15",3.3,849,0.84,1,1
183,"2025-03-01T08:30",3.3,958,0.85,1,1
183,"2025-03-01T08:45",3.3,1025,0.85,1,1
183,"2025-03-01T09:00",3.3,927,0.84,1,1
183,"2025-03-01T09:15",3.3,1026,0.85,1,1
183,"2025-03-01T09:30",3.3,1146,0.86,1,1
183,"2025-03-01T09:45",3.3,1202,0.86,1,1
183,"2025-03-01T10:00",3.3,1068,0.85,1,1
183,"2025-03-01T10:15",3.3,1128,0.86,1,1
183,"2025-03-01T10:30",3.3,1122,0.85,1,1
183,"2025-03-01T10:45",3.3,1094,0.85,1,1
183,"2025-03-01T11:00",3.3,1101,0.86,1,1
183,"2025-03-01T11:15",3.3,1201,0.86,1,1
183,"2025-03-01T11:30",3.3,1169,0.86,1,1
183,"2025-03-01T11:45",3.3,1198,0.86,1,1
183,"2025-03-01T12:00",3.3,1063,0.84,1,1
183,"2025-03-01T12:15",3.3,1093,0.86,1,1
183,"2025-03-01T12:30",3.3,1081,0.85,1,1
183,"2025-03-01T12:45",3.3,1046,0.85,1,1
183,"2025-03-01T13:00",3.3,971,0.84,1,1
183,"2025-03-01T13:15",3.3,974,0.84,1,1
183,"2025-03-01T13:30",3.3,994,0.84,1,1
183,"2025-03-01T13:45",3.3,966,0.84,1,1
183,"2025-03-01T14:00",3.3,875,0.84,1,1
183,"2025-03-01T14:15",3.3,951,0.84,1,1
183,"2025-03-01T14:30",3.3,995,0.85,1,1
183,"2025-03-01T14:45",3.3,1013,0.85,1,1
183,"2025-03-01T15:00",3.3,936,0.84,1,1
183,"2025-03-01T15:15",3.3,938,0.84,1,1
183,"2025-03-01T15:30",3.3,967,0.83,1,1
183,"2025-03-01T15:45",3.3,972,0.83,1,1
183,"2025-03-01T16:00",3.3,932,0.83,1,1
183,"2025-03-01T16:15",3.3,923,0.83,1,1
183,"2025-03-01T16:30",3.3,909,0.85,1,1
183,"2025-03-01T16:45",3.3,906,0.84,1,1
183,"2025-03-01T17:00",3.3,881,0.84,1,1
183,"2025-03-01T17:15",3.3,959,0.85,1,1
183,"2025-03-01T17:30",3.3,942,0.84,1,1
183,"2025-03-01T17:45",3.3,940,0.84,1,1
183,"2025-03-01T18:00",3.3,831,0.84,1,1
183,"2025-03-01T18:15",3.3,838,0.83,1,1
183,"2025-03-01T18:30",3.3,774,0.84,1,1
183,"2025-03-01T18:45",3.3,674,0.83,1,1
183,"2025-03-01T19:00",3.3,604,0.82,1,1
183,"2025-03-01T19:15",3.3,526,0.83,1,1
183,"2025-03-01T19:30",3.3,474,0.83,1,1
183,"2025-03-01T19:45",3.3,445,0.83,1,1
183,"2025-03-01T20:00",3.3,397,0.83,1,1
183,"2025-03-01T20:15",3.3,438,0.83,1,1
183,"2025-03-01T20:30",3.3,418,0.83,1,1
183,"2025-03-01T20:45",3.3,399,0.83,1,1
183,"2025-03-01T21:00",3.3,359,0.83,1,1
183,"2025-03-01T21:15",3.3,380,0.84,1,1
183,"2025-03-01T21:30",3.3,378,0.84,1,1
183,"2025-03-01T21:45",3.3,374,0.83,1,1
183,"2025-03-01T22:00",3.3,330,0.83,1,1
183,"2025-03-01T22:15",3.3,329,0.83,1,1
183,"2025-03-01T22:30",3.3,303,0.85,1,1
